date,time,entidad,compra,venta
2026-04-07,2026-04-07T19:58:43Z,Asociación Romana,59.6,
2026-04-07,2026-04-07T19:58:43Z,Cambio Extranjero,60.55,61.15
2026-04-07,2026-04-07T19:58:43Z,Moneycorps,60.3,61.15
2026-04-07,2026-04-07T19:58:43Z,Taveras,60.5,61.25
2026-04-07,2026-04-07T19:58:43Z,RM,60.5,61.3
2026-04-07,2026-04-07T19:58:43Z,Panora Exchange,60.25,61.349999999999994
2026-04-07,2026-04-07T19:58:43Z,SCT,60.2,61.5
2026-04-07,2026-04-07T19:58:43Z,Motor Crédito,59.2,61.5
2026-04-07,2026-04-07T19:58:43Z,Gamelin,60.3,61.7
2026-04-07,2026-04-07T19:58:43Z,Bonanza Banco,59.8,61.7
2026-04-07,2026-04-07T19:58:43Z,Banco Unión,59,61.75
2026-04-07,2026-04-07T19:58:43Z,Asociación La Nacional de Ahorros y Préstamos,58.3,61.8
2026-04-07,2026-04-07T19:58:43Z,Banreservas,59.349999999999994,61.849999999999994
2026-04-07,2026-04-07T19:58:43Z,Banco Caribe,59,61.849999999999994
2026-04-07,2026-04-07T19:58:43Z,Asociación Cibao de Ahorros y Préstamos,58.9,61.9
2026-04-07,2026-04-07T19:58:43Z,Banco BHD,58.4,61.9
2026-04-07,2026-04-07T19:58:43Z,Banco Lafise,58.4,61.9
2026-04-07,2026-04-07T19:58:43Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
2026-04-07,2026-04-07T19:58:43Z,Abonap,58.760000000000005,61.9
2026-04-07,2026-04-07T19:58:43Z,Banesco,58.3,61.9
2026-04-07,2026-04-07T19:58:43Z,Asociación Duarte,58.4,61.9
2026-04-07,2026-04-07T19:58:43Z,Asociación Popular de Ahorros y Préstamos,58.1,61.9
