date,time,entidad,compra,venta
2026-05-10,2026-05-10T20:00:07Z,Asociación Romana,58.1,
2026-05-10,2026-05-10T20:00:07Z,Moneycorps,58.8,59.6
2026-05-10,2026-05-10T20:00:07Z,SCT,58.6,59.6
2026-05-10,2026-05-10T20:00:07Z,Panora Exchange,58.7,59.6
2026-05-10,2026-05-10T20:00:07Z,Cambio Extranjero,58.8,59.65
2026-05-10,2026-05-10T20:00:07Z,RM,59,59.7
2026-05-10,2026-05-10T20:00:07Z,Gamelin,58.75,59.75
2026-05-10,2026-05-10T20:00:07Z,Taveras,59.25,60
2026-05-10,2026-05-10T20:00:07Z,Motor Crédito,58.65,60.5
2026-05-10,2026-05-10T20:00:07Z,Bonanza Banco,58.5,60.8
2026-05-10,2026-05-10T20:00:07Z,Banco Unión,58.1,60.9
2026-05-10,2026-05-10T20:00:07Z,Asociación Cibao de Ahorros y Préstamos,58,61
2026-05-10,2026-05-10T20:00:07Z,Banco BHD,57.3,61
2026-05-10,2026-05-10T20:00:07Z,Banco Lafise,57.5,61
2026-05-10,2026-05-10T20:00:07Z,Banreservas,58,61
2026-05-10,2026-05-10T20:00:07Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-05-10,2026-05-10T20:00:07Z,Banesco,58,61
2026-05-10,2026-05-10T20:00:07Z,Banco Caribe,58.3,61
2026-05-10,2026-05-10T20:00:07Z,Asociación Popular de Ahorros y Préstamos,58,61
2026-05-10,2026-05-10T20:00:07Z,Abonap,58.01,61.14
2026-05-10,2026-05-10T20:00:07Z,Asociación Peravia de Ahorros y Préstamos,58,61.2
