date,time,entidad,compra,venta
2026-03-18,2026-03-18T19:51:30Z,SCT,59,
2026-03-18,2026-03-18T19:51:30Z,Asociación Romana,57.75,
2026-03-18,2026-03-18T19:51:30Z,Cambio Extranjero,58.5,59.75
2026-03-18,2026-03-18T19:51:30Z,Capla,58.1,59.8
2026-03-18,2026-03-18T19:51:30Z,Moneycorps,58.25,59.8
2026-03-18,2026-03-18T19:51:30Z,Gamelin,58,59.9
2026-03-18,2026-03-18T19:51:30Z,RM,58.2,60
2026-03-18,2026-03-18T19:51:30Z,Panora Exchange,58.5,60
2026-03-18,2026-03-18T19:51:30Z,Asociación Cibao de Ahorros y Préstamos,57.5,60
2026-03-18,2026-03-18T19:51:30Z,Asociación Duarte,57.5,60
2026-03-18,2026-03-18T19:51:30Z,Banco Caribe,57.75,60
2026-03-18,2026-03-18T19:51:30Z,Banreservas,57.75,60.25
2026-03-18,2026-03-18T19:51:30Z,Motor Crédito,58.349999999999994,60.449999999999996
2026-03-18,2026-03-18T19:51:30Z,Abonap,57.55,60.47
2026-03-18,2026-03-18T19:51:30Z,Banco BHD,57.7,60.5
2026-03-18,2026-03-18T19:51:30Z,Banco Lafise,57.5,60.5
2026-03-18,2026-03-18T19:51:30Z,Banesco,57.849999999999994,60.5
2026-03-18,2026-03-18T19:51:30Z,Bonanza Banco,58,60.7
2026-03-18,2026-03-18T19:51:30Z,Banco Unión,57.4,60.7
2026-03-18,2026-03-18T19:51:30Z,Taveras,58.5,60.9
2026-03-18,2026-03-18T19:51:30Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-03-18,2026-03-18T19:51:30Z,Asociación Popular de Ahorros y Préstamos,57.5,61
2026-03-18,2026-03-18T19:51:30Z,Asociación Peravia de Ahorros y Préstamos,59,61.5
