date,time,entidad,compra,venta
2026-07-05,2026-07-05T17:12:57Z,Cambio Extranjero,58.9,
2026-07-05,2026-07-05T17:12:57Z,Asociación Romana,58,
2026-07-05,2026-07-05T17:12:57Z,Moneycorps,58.5,59.5
2026-07-05,2026-07-05T17:12:57Z,Panora Exchange,58.5,59.5
2026-07-05,2026-07-05T17:12:57Z,Taveras,58.8,59.6
2026-07-05,2026-07-05T17:12:57Z,SCT,58.5,59.6
2026-07-05,2026-07-05T17:12:57Z,RM,58.8,59.7
2026-07-05,2026-07-05T17:12:57Z,Gamelin,58.7,59.75
2026-07-05,2026-07-05T17:12:57Z,Motor Crédito,58.6,60.2
2026-07-05,2026-07-05T17:12:57Z,Banco Unión,58.5,60.25
2026-07-05,2026-07-05T17:12:57Z,Bonanza Banco,58.5,60.5
2026-07-05,2026-07-05T17:12:57Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.75
2026-07-05,2026-07-05T17:12:57Z,Banreservas,57.75,60.75
2026-07-05,2026-07-05T17:12:57Z,Banco Caribe,58.25,60.75
2026-07-05,2026-07-05T17:12:57Z,Banco Lafise,57.5,60.8
2026-07-05,2026-07-05T17:12:57Z,Asociación La Nacional de Ahorros y Préstamos,57.8,60.8
2026-07-05,2026-07-05T17:12:57Z,Asociación Popular de Ahorros y Préstamos,58,60.8
2026-07-05,2026-07-05T17:12:57Z,Abonap,57.75,60.809999999999995
2026-07-05,2026-07-05T17:12:57Z,Banesco,57.5,60.849999999999994
2026-07-05,2026-07-05T17:12:57Z,Banco BHD,57.05,60.9
2026-07-05,2026-07-05T17:12:57Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.9
