date,time,entidad,compra,venta
2026-08-13,2026-08-13T16:57:21Z,Asociación Romana,57.5,
2026-08-13,2026-08-13T16:57:21Z,Cambio Extranjero,58.349999999999994,
2026-08-13,2026-08-13T16:57:21Z,RM,58.349999999999994,58.75
2026-08-13,2026-08-13T16:57:21Z,Moneycorps,58.3,58.8
2026-08-13,2026-08-13T16:57:21Z,SCT,58.3,58.8
2026-08-13,2026-08-13T16:57:21Z,Gamelin,58,58.8
2026-08-13,2026-08-13T16:57:21Z,Taveras,58.349999999999994,58.8
2026-08-13,2026-08-13T16:57:21Z,Panora Exchange,58.25,58.9
2026-08-13,2026-08-13T16:57:21Z,Motor Crédito,57.8,59.5
2026-08-13,2026-08-13T16:57:21Z,Banco BHD,55.9,59.7
2026-08-13,2026-08-13T16:57:21Z,Banco Unión,57.75,59.75
2026-08-13,2026-08-13T16:57:21Z,Banco Lafise,56.5,59.8
2026-08-13,2026-08-13T16:57:21Z,Bonanza Banco,57.8,59.8
2026-08-13,2026-08-13T16:57:21Z,Banreservas,56.4,59.9
2026-08-13,2026-08-13T16:57:21Z,Asociación Cibao de Ahorros y Préstamos,56.9,59.9
2026-08-13,2026-08-13T16:57:21Z,Banesco,56.5,59.9
2026-08-13,2026-08-13T16:57:21Z,Asociación La Nacional de Ahorros y Préstamos,56.9,59.9
