date,time,entidad,compra,venta
2026-08-21,2026-08-21T19:27:14Z,Cambio Extranjero,58,
2026-08-21,2026-08-21T19:27:14Z,Asociación Romana,57.8,
2026-08-21,2026-08-21T19:27:14Z,Panora Exchange,57.849999999999994,58.55
2026-08-21,2026-08-21T19:27:14Z,Moneycorps,57.849999999999994,58.8
2026-08-21,2026-08-21T19:27:14Z,SCT,58,58.8
2026-08-21,2026-08-21T19:27:14Z,RM,58.7,59.05
2026-08-21,2026-08-21T19:27:14Z,Taveras,58.5,59.15
2026-08-21,2026-08-21T19:27:14Z,Gamelin,58,59.15
2026-08-21,2026-08-21T19:27:14Z,Banco Unión,57.5,59.7
2026-08-21,2026-08-21T19:27:14Z,Asociación La Nacional de Ahorros y Préstamos,56.7,59.7
2026-08-21,2026-08-21T19:27:14Z,Banco BHD,56,59.8
2026-08-21,2026-08-21T19:27:14Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.8
2026-08-21,2026-08-21T19:27:14Z,Bonanza Banco,57.8,59.8
2026-08-21,2026-08-21T19:27:14Z,Motor Crédito,57.9,59.8
2026-08-21,2026-08-21T19:27:14Z,Banreservas,56.4,59.9
2026-08-21,2026-08-21T19:27:14Z,Banco Lafise,56.6,59.9
2026-08-21,2026-08-21T19:27:14Z,Banesco,56.5,59.9
