date,time,entidad,compra,venta
2026-08-12,2026-08-12T13:11:25Z,Cambio Extranjero,58.2,
2026-08-12,2026-08-12T13:11:25Z,Asociación Romana,57.5,
2026-08-12,2026-08-12T13:11:25Z,Panora Exchange,58.1,58.6
2026-08-12,2026-08-12T13:11:25Z,RM,58.3,58.6
2026-08-12,2026-08-12T13:11:25Z,Taveras,58.3,58.6
2026-08-12,2026-08-12T13:11:25Z,Moneycorps,58.1,58.65
2026-08-12,2026-08-12T13:11:25Z,SCT,58.2,58.7
2026-08-12,2026-08-12T13:11:25Z,Gamelin,58,58.8
2026-08-12,2026-08-12T13:11:25Z,Banco Unión,57.5,59.5
2026-08-12,2026-08-12T13:11:25Z,Motor Crédito,57.8,59.5
2026-08-12,2026-08-12T13:11:25Z,Banco BHD,55.9,59.7
2026-08-12,2026-08-12T13:11:25Z,Banco Lafise,56.5,59.8
2026-08-12,2026-08-12T13:11:25Z,Asociación Cibao de Ahorros y Préstamos,56.8,59.8
2026-08-12,2026-08-12T13:11:25Z,Asociación La Nacional de Ahorros y Préstamos,56.8,59.8
2026-08-12,2026-08-12T13:11:25Z,Bonanza Banco,57.8,59.8
2026-08-12,2026-08-12T13:11:25Z,Banreservas,56.4,59.9
2026-08-12,2026-08-12T13:11:25Z,Banesco,56.5,59.9
