date,time,entidad,compra,venta
2026-07-23,2026-07-23T20:13:51Z,Cambio Extranjero,57.5,
2026-07-23,2026-07-23T20:13:51Z,Asociación Romana,57.3,
2026-07-23,2026-07-23T20:13:51Z,Moneycorps,57.8,58.6
2026-07-23,2026-07-23T20:13:51Z,Taveras,57.7,58.6
2026-07-23,2026-07-23T20:13:51Z,RM,58.3,58.7
2026-07-23,2026-07-23T20:13:51Z,Panora Exchange,58,58.8
2026-07-23,2026-07-23T20:13:51Z,Gamelin,58,58.8
2026-07-23,2026-07-23T20:13:51Z,SCT,58,58.8
2026-07-23,2026-07-23T20:13:51Z,Banco Unión,57.7,59.5
2026-07-23,2026-07-23T20:13:51Z,Motor Crédito,57.8,59.5
2026-07-23,2026-07-23T20:13:51Z,Banco BHD,55.849999999999994,59.8
2026-07-23,2026-07-23T20:13:51Z,Bonanza Banco,57.8,59.9
2026-07-23,2026-07-23T20:13:51Z,Banreservas,56.5,60
2026-07-23,2026-07-23T20:13:51Z,Banco Lafise,56.7,60
2026-07-23,2026-07-23T20:13:51Z,Banesco,56.8,60
2026-07-23,2026-07-23T20:13:51Z,Asociación Cibao de Ahorros y Préstamos,56.6,60
2026-07-23,2026-07-23T20:13:51Z,Asociación La Nacional de Ahorros y Préstamos,56.6,60
2026-07-23,2026-07-23T20:13:51Z,Asociación Popular de Ahorros y Préstamos,56.6,60
2026-07-23,2026-07-23T20:13:51Z,Asociación Peravia de Ahorros y Préstamos,56.8,60.949999999999996
