date,time,entidad,compra,venta
2026-09-26,2026-09-26T19:06:46Z,Asociación Romana,58.3,
2026-09-26,2026-09-26T19:06:46Z,Moneycorps,59.15,59.8
2026-09-26,2026-09-26T19:06:46Z,Taveras,59.3,59.8
2026-09-26,2026-09-26T19:06:46Z,Cambio Extranjero,59.1,59.8
2026-09-26,2026-09-26T19:06:46Z,Panora Exchange,58.75,59.849999999999994
2026-09-26,2026-09-26T19:06:46Z,Gamelin,59.25,59.9
2026-09-26,2026-09-26T19:06:46Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-26,2026-09-26T19:06:46Z,RM,59.5,60
2026-09-26,2026-09-26T19:06:46Z,SCT,59.1,60
2026-09-26,2026-09-26T19:06:46Z,Banco BHD,56.2,60.1
2026-09-26,2026-09-26T19:06:46Z,Bonanza Banco,58.4,60.1
2026-09-26,2026-09-26T19:06:46Z,Banreservas,56.6,60.1
2026-09-26,2026-09-26T19:06:46Z,Banesco,57,60.15
2026-09-26,2026-09-26T19:06:46Z,Motor Crédito,58.5,60.15
2026-09-26,2026-09-26T19:06:46Z,Banco Lafise,56.949999999999996,60.25
2026-09-26,2026-09-26T19:06:46Z,Asociación La Nacional de Ahorros y Préstamos,58.25,60.25
2026-09-26,2026-09-26T19:06:46Z,Asociación Cibao de Ahorros y Préstamos,58.25,60.25
