date,time,entidad,compra,venta
2026-04-08,2026-04-08T20:03:37Z,Asociación Romana,59.6,
2026-04-08,2026-04-08T20:03:37Z,Moneycorps,60,61
2026-04-08,2026-04-08T20:03:37Z,Panora Exchange,59.55,61
2026-04-08,2026-04-08T20:03:37Z,Cambio Extranjero,,61.05
2026-04-08,2026-04-08T20:03:37Z,RM,60.2,61.1
2026-04-08,2026-04-08T20:03:37Z,SCT,59.7,61.1
2026-04-08,2026-04-08T20:03:37Z,Gamelin,60.2,61.2
2026-04-08,2026-04-08T20:03:37Z,Taveras,60.5,61.25
2026-04-08,2026-04-08T20:03:37Z,Motor Crédito,59.2,61.5
2026-04-08,2026-04-08T20:03:37Z,Bonanza Banco,59.8,61.7
2026-04-08,2026-04-08T20:03:37Z,Banco Unión,59,61.75
2026-04-08,2026-04-08T20:03:37Z,Asociación La Nacional de Ahorros y Préstamos,58.3,61.8
2026-04-08,2026-04-08T20:03:37Z,Asociación Cibao de Ahorros y Préstamos,59,61.849999999999994
2026-04-08,2026-04-08T20:03:37Z,Banreservas,59.349999999999994,61.849999999999994
2026-04-08,2026-04-08T20:03:37Z,Banco Caribe,59,61.849999999999994
2026-04-08,2026-04-08T20:03:37Z,Banco BHD,58.4,61.9
2026-04-08,2026-04-08T20:03:37Z,Banco Lafise,58.4,61.9
2026-04-08,2026-04-08T20:03:37Z,Banesco,58.3,61.9
2026-04-08,2026-04-08T20:03:37Z,Asociación Duarte,58.4,61.9
2026-04-08,2026-04-08T20:03:37Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
2026-04-08,2026-04-08T20:03:37Z,Abonap,58.760000000000005,61.9
2026-04-08,2026-04-08T20:03:37Z,Asociación Popular de Ahorros y Préstamos,58.1,61.9
