date,time,entidad,compra,venta
2026-09-18,2026-09-18T15:59:47Z,Asociación Romana,57.949999999999996,
2026-09-18,2026-09-18T15:59:47Z,RM,58.849999999999994,59.3
2026-09-18,2026-09-18T15:59:47Z,Taveras,58.6,59.349999999999994
2026-09-18,2026-09-18T15:59:47Z,SCT,58.9,59.4
2026-09-18,2026-09-18T15:59:47Z,Panora Exchange,58.8,59.449999999999996
2026-09-18,2026-09-18T15:59:47Z,Cambio Extranjero,58.9,59.449999999999996
2026-09-18,2026-09-18T15:59:47Z,Moneycorps,58.8,59.5
2026-09-18,2026-09-18T15:59:47Z,Gamelin,58.59,59.55
2026-09-18,2026-09-18T15:59:47Z,Bonanza Banco,58.1,59.8
2026-09-18,2026-09-18T15:59:47Z,Motor Crédito,57.9,59.8
2026-09-18,2026-09-18T15:59:47Z,Banco BHD,56,59.9
2026-09-18,2026-09-18T15:59:47Z,Banreservas,56.4,59.9
2026-09-18,2026-09-18T15:59:47Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-18,2026-09-18T15:59:47Z,Asociación La Nacional de Ahorros y Préstamos,58.05,60.05
2026-09-18,2026-09-18T15:59:47Z,Banco Lafise,56.75,60.05
2026-09-18,2026-09-18T15:59:47Z,Banesco,57,60.05
2026-09-18,2026-09-18T15:59:47Z,Asociación Cibao de Ahorros y Préstamos,58.05,60.05
