date,time,entidad,compra,venta
2026-06-01,2026-06-01T17:42:56Z,Cambio Extranjero,58,
2026-06-01,2026-06-01T17:42:56Z,Asociación Romana,57.3,
2026-06-01,2026-06-01T17:42:56Z,Taveras,58,58.7
2026-06-01,2026-06-01T17:42:56Z,Moneycorps,58,58.9
2026-06-01,2026-06-01T17:42:56Z,RM,58,59
2026-06-01,2026-06-01T17:42:56Z,SCT,58,59
2026-06-01,2026-06-01T17:42:56Z,Panora Exchange,58,59
2026-06-01,2026-06-01T17:42:56Z,Gamelin,58,59
2026-06-01,2026-06-01T17:42:56Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.5
2026-06-01,2026-06-01T17:42:56Z,Motor Crédito,57.849999999999994,59.75
2026-06-01,2026-06-01T17:42:56Z,Abonap,56.71,59.99
2026-06-01,2026-06-01T17:42:56Z,Bonanza Banco,57.5,60
2026-06-01,2026-06-01T17:42:56Z,Banco Unión,57,60
2026-06-01,2026-06-01T17:42:56Z,Banreservas,56.5,60
2026-06-01,2026-06-01T17:42:56Z,Banesco,57,60
2026-06-01,2026-06-01T17:42:56Z,Banco Lafise,56.5,60
2026-06-01,2026-06-01T17:42:56Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-01,2026-06-01T17:42:56Z,Banco Caribe,57,60
2026-06-01,2026-06-01T17:42:56Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-01,2026-06-01T17:42:56Z,Banco BHD,56.7,60.2
2026-06-01,2026-06-01T17:42:56Z,Asociación Peravia de Ahorros y Préstamos,57,60.5
