date,time,entidad,compra,venta
2026-03-30,2026-03-30T19:57:07Z,Asociación Romana,59.5,
2026-03-30,2026-03-30T19:57:07Z,Cambio Extranjero,,61
2026-03-30,2026-03-30T19:57:07Z,Moneycorps,60,61.15
2026-03-30,2026-03-30T19:57:07Z,Gamelin,60,61.2
2026-03-30,2026-03-30T19:57:07Z,Motor Crédito,58.9,61.2
2026-03-30,2026-03-30T19:57:07Z,Banco Unión,58.5,61.25
2026-03-30,2026-03-30T19:57:07Z,Asociación Peravia de Ahorros y Préstamos,57.5,61.25
2026-03-30,2026-03-30T19:57:07Z,SCT,59.8,61.3
2026-03-30,2026-03-30T19:57:07Z,Panora Exchange,60.15,61.5
2026-03-30,2026-03-30T19:57:07Z,RM,59.5,61.5
2026-03-30,2026-03-30T19:57:07Z,Taveras,60.5,61.5
2026-03-30,2026-03-30T19:57:07Z,Bonanza Banco,59.6,61.5
2026-03-30,2026-03-30T19:57:07Z,Banco Caribe,58.9,61.5
2026-03-30,2026-03-30T19:57:07Z,Asociación La Nacional de Ahorros y Préstamos,58,61.5
2026-03-30,2026-03-30T19:57:07Z,Asociación Duarte,58,61.5
2026-03-30,2026-03-30T19:57:07Z,Banreservas,59.1,61.6
2026-03-30,2026-03-30T19:57:07Z,Abonap,58.24,61.63
2026-03-30,2026-03-30T19:57:07Z,Asociación Cibao de Ahorros y Préstamos,58.2,61.7
2026-03-30,2026-03-30T19:57:07Z,Banco Lafise,59.2,61.7
2026-03-30,2026-03-30T19:57:07Z,Asociación Popular de Ahorros y Préstamos,57.5,61.75
2026-03-30,2026-03-30T19:57:07Z,Banco BHD,58.3,61.8
2026-03-30,2026-03-30T19:57:07Z,Banesco,58,62
