date,time,entidad,compra,venta
2026-05-26,2026-05-26T18:27:56Z,Cambio Extranjero,58.1,
2026-05-26,2026-05-26T18:27:56Z,Asociación Romana,57.6,
2026-05-26,2026-05-26T18:27:56Z,Moneycorps,58.25,59.2
2026-05-26,2026-05-26T18:27:56Z,SCT,57.8,59.2
2026-05-26,2026-05-26T18:27:56Z,Panora Exchange,57.75,59.25
2026-05-26,2026-05-26T18:27:56Z,Taveras,58.5,59.3
2026-05-26,2026-05-26T18:27:56Z,RM,58.4,59.3
2026-05-26,2026-05-26T18:27:56Z,Gamelin,58.3,59.4
2026-05-26,2026-05-26T18:27:56Z,Banco Unión,57,59.75
2026-05-26,2026-05-26T18:27:56Z,Asociación Cibao de Ahorros y Préstamos,57,60
2026-05-26,2026-05-26T18:27:56Z,Banco Lafise,56.5,60
2026-05-26,2026-05-26T18:27:56Z,Banreservas,57,60
2026-05-26,2026-05-26T18:27:56Z,Banco Caribe,57,60
2026-05-26,2026-05-26T18:27:56Z,Motor Crédito,58.25,60
2026-05-26,2026-05-26T18:27:56Z,Banco BHD,56.7,60.2
2026-05-26,2026-05-26T18:27:56Z,Bonanza Banco,58,60.25
2026-05-26,2026-05-26T18:27:56Z,Abonap,57.43,60.53
2026-05-26,2026-05-26T18:27:56Z,Asociación La Nacional de Ahorros y Préstamos,57.5,60.6
2026-05-26,2026-05-26T18:27:56Z,Banesco,57.8,60.6
2026-05-26,2026-05-26T18:27:56Z,Asociación Popular de Ahorros y Préstamos,57.5,60.6
2026-05-26,2026-05-26T18:27:56Z,Asociación Peravia de Ahorros y Préstamos,57.1,60.949999999999996
