date,time,entidad,compra,venta
2026-05-12,2026-05-12T18:35:41Z,Cambio Extranjero,59.15,
2026-05-12,2026-05-12T18:35:41Z,Asociación Romana,58.1,
2026-05-12,2026-05-12T18:35:41Z,Moneycorps,59,59.5
2026-05-12,2026-05-12T18:35:41Z,Panora Exchange,59,59.7
2026-05-12,2026-05-12T18:35:41Z,RM,59,59.7
2026-05-12,2026-05-12T18:35:41Z,Gamelin,58.849999999999994,59.7
2026-05-12,2026-05-12T18:35:41Z,SCT,59,59.9
2026-05-12,2026-05-12T18:35:41Z,Taveras,59.25,60
2026-05-12,2026-05-12T18:35:41Z,Motor Crédito,58.65,60.5
2026-05-12,2026-05-12T18:35:41Z,Asociación Cibao de Ahorros y Préstamos,57.8,60.8
2026-05-12,2026-05-12T18:35:41Z,Banco BHD,57.1,60.8
2026-05-12,2026-05-12T18:35:41Z,Bonanza Banco,58.5,60.8
2026-05-12,2026-05-12T18:35:41Z,Banreservas,57.8,60.8
2026-05-12,2026-05-12T18:35:41Z,Banco Unión,58.1,60.8
2026-05-12,2026-05-12T18:35:41Z,Banco Caribe,58,60.8
2026-05-12,2026-05-12T18:35:41Z,Asociación Popular de Ahorros y Préstamos,57.75,60.8
2026-05-12,2026-05-12T18:35:41Z,Abonap,57.8,60.82
2026-05-12,2026-05-12T18:35:41Z,Banco Lafise,57.5,61
2026-05-12,2026-05-12T18:35:41Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-05-12,2026-05-12T18:35:41Z,Banesco,58,61
2026-05-12,2026-05-12T18:35:41Z,Asociación Peravia de Ahorros y Préstamos,58,61
