date,time,entidad,compra,venta
2026-03-29,2026-03-29T13:00:24Z,Asociación Romana,59,
2026-03-29,2026-03-29T13:00:24Z,Cambio Extranjero,,60.849999999999994
2026-03-29,2026-03-29T13:00:24Z,Gamelin,58.6,60.9
2026-03-29,2026-03-29T13:00:24Z,Moneycorps,60,61.15
2026-03-29,2026-03-29T13:00:24Z,RM,59.5,61.2
2026-03-29,2026-03-29T13:00:24Z,Motor Crédito,58.9,61.2
2026-03-29,2026-03-29T13:00:24Z,Panora Exchange,60,61.25
2026-03-29,2026-03-29T13:00:24Z,Banco Unión,58.5,61.25
2026-03-29,2026-03-29T13:00:24Z,Asociación Peravia de Ahorros y Préstamos,57.5,61.25
2026-03-29,2026-03-29T13:00:24Z,Asociación Duarte,57.75,61.25
2026-03-29,2026-03-29T13:00:24Z,Banco Caribe,58.9,61.25
2026-03-29,2026-03-29T13:00:24Z,Abonap,57.849999999999994,61.260000000000005
2026-03-29,2026-03-29T13:00:24Z,Taveras,60.5,61.5
2026-03-29,2026-03-29T13:00:24Z,Banco BHD,58,61.5
2026-03-29,2026-03-29T13:00:24Z,Bonanza Banco,59.6,61.5
2026-03-29,2026-03-29T13:00:24Z,Asociación La Nacional de Ahorros y Préstamos,58,61.5
2026-03-29,2026-03-29T13:00:24Z,Banreservas,59.1,61.6
2026-03-29,2026-03-29T13:00:24Z,SCT,60,61.7
2026-03-29,2026-03-29T13:00:24Z,Asociación Cibao de Ahorros y Préstamos,58.2,61.7
2026-03-29,2026-03-29T13:00:24Z,Banco Lafise,58.2,61.7
2026-03-29,2026-03-29T13:00:24Z,Asociación Popular de Ahorros y Préstamos,57.5,61.75
2026-03-29,2026-03-29T13:00:24Z,Banesco,58,62
