date,time,entidad,compra,venta
2026-03-17,2026-03-17T17:06:08Z,Asociación Romana,58.5,
2026-03-17,2026-03-17T17:06:08Z,Capla,58,59.9
2026-03-17,2026-03-17T17:06:08Z,Moneycorps,58.5,59.9
2026-03-17,2026-03-17T17:06:08Z,Gamelin,58,59.9
2026-03-17,2026-03-17T17:06:08Z,Panora Exchange,58.5,60
2026-03-17,2026-03-17T17:06:08Z,Asociación Cibao de Ahorros y Préstamos,57.5,60
2026-03-17,2026-03-17T17:06:08Z,Banreservas,58.25,60.25
2026-03-17,2026-03-17T17:06:08Z,Banco Caribe,58.25,60.25
2026-03-17,2026-03-17T17:06:08Z,RM,59.1,60.3
2026-03-17,2026-03-17T17:06:08Z,Cambio Extranjero,,60.42
2026-03-17,2026-03-17T17:06:08Z,Motor Crédito,58.349999999999994,60.449999999999996
2026-03-17,2026-03-17T17:06:08Z,Taveras,59.1,60.5
2026-03-17,2026-03-17T17:06:08Z,Banco BHD,57.7,60.5
2026-03-17,2026-03-17T17:06:08Z,Banco Lafise,57.9,60.5
2026-03-17,2026-03-17T17:06:08Z,Bonanza Banco,58,60.7
2026-03-17,2026-03-17T17:06:08Z,Banco Unión,57.4,60.7
2026-03-17,2026-03-17T17:06:08Z,SCT,59,61
2026-03-17,2026-03-17T17:06:08Z,Banesco,58.5,61
2026-03-17,2026-03-17T17:06:08Z,Asociación Duarte,58.5,61
2026-03-17,2026-03-17T17:06:08Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-03-17,2026-03-17T17:06:08Z,Asociación Popular de Ahorros y Préstamos,57.5,61
2026-03-17,2026-03-17T17:06:08Z,Abonap,59.379999999999995,61.03
2026-03-17,2026-03-17T17:06:08Z,Asociación Peravia de Ahorros y Préstamos,59,61.5
