date,time,entidad,compra,venta
2026-06-11,2026-06-11T16:04:52Z,Cambio Extranjero,58.449999999999996,
2026-06-11,2026-06-11T16:04:52Z,Asociación Romana,57.75,
2026-06-11,2026-06-11T16:04:52Z,Taveras,58.2,59
2026-06-11,2026-06-11T16:04:52Z,Gamelin,58.15,59.1
2026-06-11,2026-06-11T16:04:52Z,RM,58.7,59.3
2026-06-11,2026-06-11T16:04:52Z,Moneycorps,58.5,59.349999999999994
2026-06-11,2026-06-11T16:04:52Z,Panora Exchange,58.8,59.5
2026-06-11,2026-06-11T16:04:52Z,Asociación Peravia de Ahorros y Préstamos,56.6,59.5
2026-06-11,2026-06-11T16:04:52Z,Motor Crédito,58.25,59.9
2026-06-11,2026-06-11T16:04:52Z,Asociación Cibao de Ahorros y Préstamos,57,60
2026-06-11,2026-06-11T16:04:52Z,SCT,58.6,60
2026-06-11,2026-06-11T16:04:52Z,Banco Lafise,56.5,60
2026-06-11,2026-06-11T16:04:52Z,Banco Unión,58,60
2026-06-11,2026-06-11T16:04:52Z,Bonanza Banco,58,60
2026-06-11,2026-06-11T16:04:52Z,Banreservas,56.5,60
2026-06-11,2026-06-11T16:04:52Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-11,2026-06-11T16:04:52Z,Banesco,57,60
2026-06-11,2026-06-11T16:04:52Z,Banco Caribe,58,60
2026-06-11,2026-06-11T16:04:52Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-11,2026-06-11T16:04:52Z,Abonap,56.89,60.11
2026-06-11,2026-06-11T16:04:52Z,Banco BHD,56.7,60.2
