date,time,entidad,compra,venta
2026-07-22,2026-07-22T17:21:36Z,Cambio Extranjero,58,
2026-07-22,2026-07-22T17:21:36Z,Asociación Romana,57.8,
2026-07-22,2026-07-22T17:21:36Z,Taveras,58.1,58.6
2026-07-22,2026-07-22T17:21:36Z,Panora Exchange,57.9,58.7
2026-07-22,2026-07-22T17:21:36Z,RM,58.3,58.7
2026-07-22,2026-07-22T17:21:36Z,Moneycorps,58.1,58.8
2026-07-22,2026-07-22T17:21:36Z,SCT,58.3,58.9
2026-07-22,2026-07-22T17:21:36Z,Gamelin,58.3,59
2026-07-22,2026-07-22T17:21:36Z,Banco Unión,57.7,59.5
2026-07-22,2026-07-22T17:21:36Z,Motor Crédito,57.8,59.5
2026-07-22,2026-07-22T17:21:36Z,Bonanza Banco,57.8,59.9
2026-07-22,2026-07-22T17:21:36Z,Banco BHD,56.05,60
2026-07-22,2026-07-22T17:21:36Z,Banreservas,56.5,60
2026-07-22,2026-07-22T17:21:36Z,Asociación Cibao de Ahorros y Préstamos,56.6,60
2026-07-22,2026-07-22T17:21:36Z,Asociación La Nacional de Ahorros y Préstamos,56.8,60
2026-07-22,2026-07-22T17:21:36Z,Banesco,56.8,60
2026-07-22,2026-07-22T17:21:36Z,Banco Lafise,56.949999999999996,60.25
2026-07-22,2026-07-22T17:21:36Z,Asociación Popular de Ahorros y Préstamos,56.6,60.25
2026-07-22,2026-07-22T17:21:36Z,Abonap,57.27,60.56
2026-07-22,2026-07-22T17:21:36Z,Asociación Peravia de Ahorros y Préstamos,56.8,60.949999999999996
