date,time,entidad,compra,venta
2026-08-22,2026-08-22T16:25:34Z,Cambio Extranjero,58,
2026-08-22,2026-08-22T16:25:34Z,Asociación Romana,57.8,
2026-08-22,2026-08-22T16:25:34Z,Panora Exchange,57.849999999999994,58.55
2026-08-22,2026-08-22T16:25:34Z,Moneycorps,57.849999999999994,58.8
2026-08-22,2026-08-22T16:25:34Z,SCT,58,58.8
2026-08-22,2026-08-22T16:25:34Z,RM,58.7,59.05
2026-08-22,2026-08-22T16:25:34Z,Gamelin,58,59.15
2026-08-22,2026-08-22T16:25:34Z,Taveras,58.5,59.15
2026-08-22,2026-08-22T16:25:34Z,Banco Unión,57.5,59.7
2026-08-22,2026-08-22T16:25:34Z,Asociación La Nacional de Ahorros y Préstamos,56.7,59.7
2026-08-22,2026-08-22T16:25:34Z,Banco BHD,56,59.8
2026-08-22,2026-08-22T16:25:34Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.8
2026-08-22,2026-08-22T16:25:34Z,Bonanza Banco,57.8,59.8
2026-08-22,2026-08-22T16:25:34Z,Motor Crédito,57.9,59.8
2026-08-22,2026-08-22T16:25:34Z,Banreservas,56.4,59.9
2026-08-22,2026-08-22T16:25:34Z,Banesco,56.5,59.9
2026-08-22,2026-08-22T16:25:34Z,Banco Lafise,56.6,60
