date,time,entidad,compra,venta
2026-05-22,2026-05-22T17:53:44Z,Cambio Extranjero,59.1,
2026-05-22,2026-05-22T17:53:44Z,Asociación Romana,58.6,
2026-05-22,2026-05-22T17:53:44Z,RM,59,59.5
2026-05-22,2026-05-22T17:53:44Z,Taveras,59,59.5
2026-05-22,2026-05-22T17:53:44Z,Moneycorps,59,59.6
2026-05-22,2026-05-22T17:53:44Z,Panora Exchange,58.9,59.6
2026-05-22,2026-05-22T17:53:44Z,SCT,58.9,59.8
2026-05-22,2026-05-22T17:53:44Z,Gamelin,59.05,59.849999999999994
2026-05-22,2026-05-22T17:53:44Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.5
2026-05-22,2026-05-22T17:53:44Z,Bonanza Banco,58.4,60.5
2026-05-22,2026-05-22T17:53:44Z,Banco Unión,58.5,60.5
2026-05-22,2026-05-22T17:53:44Z,Banreservas,57.5,60.5
2026-05-22,2026-05-22T17:53:44Z,Banco Caribe,58,60.5
2026-05-22,2026-05-22T17:53:44Z,Motor Crédito,58.65,60.5
2026-05-22,2026-05-22T17:53:44Z,Abonap,57.49,60.56
2026-05-22,2026-05-22T17:53:44Z,Banco BHD,57.1,60.6
2026-05-22,2026-05-22T17:53:44Z,Banco Lafise,57.1,60.6
2026-05-22,2026-05-22T17:53:44Z,Asociación La Nacional de Ahorros y Préstamos,57.5,60.6
2026-05-22,2026-05-22T17:53:44Z,Banesco,57.8,60.6
2026-05-22,2026-05-22T17:53:44Z,Asociación Popular de Ahorros y Préstamos,57.5,60.6
2026-05-22,2026-05-22T17:53:44Z,Asociación Peravia de Ahorros y Préstamos,57.1,60.949999999999996
